,Unnamed: 0,Name,A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A1 NumberofNeutrons,A1 NumberofShells,A1 SpecificHeat,A1 Density,A1 Ion Radius,A1 FirstIonization,A1 AtomicMass,A1 MeltingPoint,A2 NumberofProtons,A2 NumberofNeutrons,A2 NumberofShells,A2 SpecificHeat,A2 Density,A2 Ion Radius,A2 FirstIonization,A2 AtomicMass,A2 MeltingPoint,B NumberofProtons,B NumberofNeutrons,B NumberofShells,B SpecificHeat,B Density,B Ion Radius,B FirstIonization,B AtomicMass,B MeltingPoint,X1 NumberofProtons,X1 NumberofNeutrons,X1 NumberofShells,X1 SpecificHeat,X1 Density,X1 Ion Radius,X1 FirstIonization,X1 AtomicMass,X1 MeltingPoint,X2 NumberofProtons,X2 NumberofNeutrons,X2 NumberofShells,X2 SpecificHeat,X2 Density,X2 Ion Radius,X2 FirstIonization,X2 AtomicMass,X2 MeltingPoint,X3 NumberofProtons,X3 NumberofNeutrons,X3 NumberofShells,X3 SpecificHeat,X3 Density,X3 Ion Radius,X3 FirstIonization,X3 AtomicMass,X3 MeltingPoint,X4 NumberofProtons,X4 NumberofNeutrons,X4 NumberofShells,X4 SpecificHeat,X4 Density,X4 Ion Radius,X4 FirstIonization,X4 AtomicMass,X4 MeltingPoint
49,49,Li2PbI2FCl,Li,Li,Pb,F,Cl,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
50,50,Li2PbCl2FBr,Li,Li,Pb,F,Br,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
51,51,Li2PbI2FBr,Li,Li,Pb,F,Br,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
52,52,Li2PbCl2FI,Li,Li,Pb,F,I,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
53,53,Li2PbBr2FI,Li,Li,Pb,F,I,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
54,54,Li2PbBr2ClF,Li,Li,Pb,Cl,F,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
55,55,Li2PbI2ClF,Li,Li,Pb,Cl,F,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
56,56,Li2PbF2ClBr,Li,Li,Pb,Cl,Br,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
57,57,Li2PbI2ClBr,Li,Li,Pb,Cl,Br,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
58,58,Li2PbF2ClI,Li,Li,Pb,Cl,I,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
59,59,Li2PbBr2ClI,Li,Li,Pb,Cl,I,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
60,60,Li2PbCl2BrF,Li,Li,Pb,Br,F,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
61,61,Li2PbI2BrF,Li,Li,Pb,Br,F,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
62,62,Li2PbF2BrCl,Li,Li,Pb,Br,Cl,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
63,63,Li2PbI2BrCl,Li,Li,Pb,Br,Cl,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
64,64,Li2PbF2BrI,Li,Li,Pb,Br,I,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
65,65,Li2PbCl2BrI,Li,Li,Pb,Br,I,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
66,66,Li2PbCl2IF,Li,Li,Pb,I,F,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
67,67,Li2PbBr2IF,Li,Li,Pb,I,F,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
68,68,Li2PbF2ICl,Li,Li,Pb,I,Cl,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
69,69,Li2PbBr2ICl,Li,Li,Pb,I,Cl,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
70,70,Li2PbF2IBr,Li,Li,Pb,I,Br,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
71,71,Li2PbCl2IBr,Li,Li,Pb,I,Br,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,82,125,6,0.129,11.3,119.0,7.4167,207.2,600.75,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
72,72,Li2BaBr2FCl,Li,Li,Ba,F,Cl,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
73,73,Li2BaI2FCl,Li,Li,Ba,F,Cl,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
74,74,Li2BaCl2FBr,Li,Li,Ba,F,Br,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
75,75,Li2BaI2FBr,Li,Li,Ba,F,Br,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
76,76,Li2BaCl2FI,Li,Li,Ba,F,I,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
77,77,Li2BaBr2FI,Li,Li,Ba,F,I,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
78,78,Li2BaBr2ClF,Li,Li,Ba,Cl,F,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
79,79,Li2BaI2ClF,Li,Li,Ba,Cl,F,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
80,80,Li2BaF2ClBr,Li,Li,Ba,Cl,Br,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
81,81,Li2BaI2ClBr,Li,Li,Ba,Cl,Br,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
82,82,Li2BaF2ClI,Li,Li,Ba,Cl,I,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
83,83,Li2BaBr2ClI,Li,Li,Ba,Cl,I,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
84,84,Li2BaCl2BrF,Li,Li,Ba,Br,F,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
85,85,Li2BaI2BrF,Li,Li,Ba,Br,F,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
86,86,Li2BaF2BrCl,Li,Li,Ba,Br,Cl,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
87,87,Li2BaI2BrCl,Li,Li,Ba,Br,Cl,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
88,88,Li2BaF2BrI,Li,Li,Ba,Br,I,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
89,89,Li2BaCl2BrI,Li,Li,Ba,Br,I,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
90,90,Li2BaCl2IF,Li,Li,Ba,I,F,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
91,91,Li2BaBr2IF,Li,Li,Ba,I,F,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
92,92,Li2BaF2ICl,Li,Li,Ba,I,Cl,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
93,93,Li2BaBr2ICl,Li,Li,Ba,I,Cl,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
94,94,Li2BaF2IBr,Li,Li,Ba,I,Br,F,F,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
95,95,Li2BaCl2IBr,Li,Li,Ba,I,Br,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
96,96,Li2ZnBr2FCl,Li,Li,Zn,F,Cl,Br,Br,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
97,97,Li2ZnI2FCl,Li,Li,Zn,F,Cl,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
98,98,Li2ZnCl2FBr,Li,Li,Zn,F,Br,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
99,99,Li2ZnI2FBr,Li,Li,Zn,F,Br,I,I,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
100,100,Li2ZnCl2FI,Li,Li,Zn,F,I,Cl,Cl,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
